0.6	0.56	-10.21	-0.51	4.36	2.97	-28.52	32	17.7%
0.6	0.64	-9.02	-1.01	4.73	2.98	-33.70	43	15.2%
0.6	0.72	-5.03	-0.41	5.86	3.08	-16.78	218	6.8%
0.6	0.8	0.89	0.10	6.66	2.82	-6.30	504	4.5%
0.6	0.88	13.63	1.53	5.71	2.50	-11.39	298	5.8%
0.6	0.92	19.55	1.67	4.90	2.44	-17.10	122	9.1%
0.6	0.96	22.49	1.04	4.13	2.48	-7.82	157	8.0%
0.6	1	28.30	1.73	3.41	2.21	-3.08	130	8.8%
0.6	1.04	30.94	1.64	3.28	2.12	-2.08	189	7.3%
0.6	1.12	34.30	1.23	2.67	1.91	-1.12	288	5.9%
0.6	1.2	35.69	0.98	2.30	1.87	-0.66	111	9.5%
0.8	0	84.56	-1.01	16.87	10.97	80.98	13	27.7%
0.8	0.02	83.15	-2.07	17.32	10.93	0.16	57	13.2%
0.8	0.04	75.94	-2.75	18.31	10.90	31.91	47	14.6%
0.8	0.06	65.20	-2.52	18.93	10.89	67.68	75	11.5%
0.8	0.08	54.50	-2.38	19.15	11.14	88.55	44	15.1%
0.8	0.12	38.53	-1.97	17.23	10.99	60.49	123	9.0%
0.8	0.16	25.45	-2.51	14.32	10.41	49.11	163	7.8%
0.8	0.2	17.67	-1.63	13.14	9.43	32.76	130	8.8%
0.8	0.24	8.42	-1.04	11.97	8.69	8.19	205	7.0%
0.8	0.32	-3.93	0.11	8.76	6.21	17.94	206	7.0%
0.8	0.4	-9.48	0.31	5.86	4.82	48.22	63	12.6%
0.8	0.48	-11.72	-0.09	4.60	3.73	35.00	14	26.7%
0.8	0.56	-11.48	-0.15	4.70	3.57	-31.34	19	22.9%
0.8	0.64	-9.56	-0.43	5.92	3.75	-40.02	76	11.5%
0.8	0.72	-4.25	0.12	7.70	3.86	-19.15	220	6.7%
0.8	0.8	4.22	0.89	8.31	3.50	-3.47	460	4.7%
0.8	0.88	17.67	1.79	5.46	2.40	-12.91	254	6.3%
0.8	0.92	23.04	2.24	3.98	2.14	-16.07	71	11.9%
0.8	0.96	26.47	2.22	3.01	1.94	-2.87	44	15.1%
0.8	1	28.33	2.15	2.85	1.86	-3.30	55	13.5%
0.8	1.04	30.43	1.94	2.71	1.81	-1.69	57	13.2%
0.8	1.12	33.17	1.66	2.19	1.53	-1.36	54	13.6%
0.8	1.2	34.39	1.27	1.96	1.53	-0.18	47	14.6%
1	0	66.10	-0.92	16.74	10.73	-65.41	4	50.0%
1	0.02	67.59	-1.47	16.37	10.97	9.25	39	16.0%
1	0.04	64.98	-1.93	16.95	10.76	18.17	38	16.2%
1	0.06	60.23	-2.49	17.60	10.59	48.68	87	10.7%
1	0.08	53.09	-2.84	17.68	10.86	58.39	72	11.8%
1	0.12	39.43	-2.59	16.38	10.92	62.68	29	18.6%
1	0.16	29.97	-2.77	15.23	10.66	89.57	49	14.3%
1	0.2	21.66	-2.68	14.42	10.22	48.95	220	6.7%
1	0.24	15.21	-2.23	13.41	9.57	29.66	99	10.1%
1	0.32	1.02	-1.10	11.47	8.10	4.32	164	7.8%
1	0.4	-6.97	-0.49	8.71	6.59	33.42	87	10.7%
1	0.48	-11.28	-0.30	5.77	4.95	53.71	21	21.8%
1	0.56	-12.01	-0.46	5.27	4.27	-49.44	38	16.2%
1	0.64	-10.46	-0.38	5.96	4.41	-56.17	75	11.5%
1	0.72	-4.75	0.10	8.30	4.55	-28.60	256	6.3%
1	0.8	7.48	1.78	8.85	3.91	-4.32	411	4.9%
1	0.88	17.31	2.07	6.47	2.93	-17.60	166	7.8%
1	0.92	23.40	2.34	3.96	2.07	-7.80	403	5.0%
1	0.96	26.50	2.50	2.66	1.66	-2.08	765	3.6%
1	1	28.46	2.49	2.34	1.55	-1.71	573	4.2%
1	1.04	30.14	2.41	2.28	1.50	-1.03	330	5.5%
1	1.12	32.50	2.03	1.91	1.35	-0.70	447	4.7%
1	1.2	33.52	1.59	1.60	1.26	-0.40	433	4.8%
1.2	0	68.16	-0.89	17.30	11.99	-11.71	80	11.2%
1.2	0.02	68.95	-1.88	17.53	11.81	-6.98	187	7.3%
1.2	0.04	67.80	-1.76	17.42	11.88	14.37	97	10.2%
1.2	0.06	66.88	-1.99	17.65	11.64	20.26	224	6.7%
1.2	0.08	61.58	-2.57	18.74	11.80	26.13	179	7.5%
1.2	0.12	52.16	-2.69	18.94	12.09	38.63	43	15.2%
1.2	0.16	40.03	-3.15	18.03	11.97	87.10	74	11.6%
1.2	0.2	32.43	-3.50	17.09	11.94	40.93	355	5.3%
1.2	0.24	22.79	-3.14	16.49	11.63	42.13	591	4.1%
1.2	0.32	9.77	-2.28	14.54	10.52	12.64	340	5.4%
1.2	0.4	-1.27	-2.05	12.85	9.52	2.87	193	7.2%
1.2	0.48	-10.48	-0.96	8.18	7.08	28.94	87	10.7%
1.2	0.56	-12.14	-0.94	6.13	5.61	-11.63	63	12.6%
1.2	0.64	-8.36	0.56	7.80	5.36	-38.81	273	6.1%
1.2	0.72	-2.15	1.02	9.19	5.33	-6.15	402	5.0%
1.2	0.8	7.56	1.87	8.53	4.84	-5.34	513	4.4%
1.2	0.88	21.70	3.22	4.86	2.57	-15.39	261	6.2%
1.2	0.92	25.27	3.13	3.74	2.10	-4.98	314	5.6%
1.2	0.96	27.41	3.11	2.63	1.66	-1.89	318	5.6%
1.2	1	29.06	2.91	2.27	1.51	-1.18	270	6.1%
1.2	1.04	30.56	2.80	2.09	1.38	-1.21	146	8.3%
1.2	1.12	32.46	2.33	1.74	1.27	-0.74	330	5.5%
1.2	1.2	33.32	1.91	1.59	1.27	-0.53	238	6.5%
1.4	0	55.99	-0.61	17.13	11.81	14.00	65	12.4%
1.4	0.02	55.66	-1.17	17.11	11.71	-5.33	87	10.7%
1.4	0.04	54.92	-1.67	17.34	11.83	2.99	100	10.0%
1.4	0.06	53.04	-1.68	17.44	11.53	19.73	86	10.8%
1.4	0.08	50.54	-1.90	17.37	11.75	67.29	33	17.4%
1.4	0.12	43.94	-2.68	17.50	11.65	42.09	254	6.3%
1.4	0.16	34.81	-3.23	16.67	11.53	81.53	85	10.8%
1.4	0.2	29.70	-3.86	16.28	11.37	59.46	187	7.3%
1.4	0.24	22.36	-3.56	15.30	11.17	53.24	157	8.0%
1.4	0.32	11.29	-3.70	14.18	10.68	22.25	187	7.3%
1.4	0.4	1.10	-3.15	12.25	9.66	-0.83	212	6.9%
1.4	0.48	-6.29	-1.92	9.28	7.90	20.24	159	7.9%
1.4	0.56	-8.26	-1.02	6.72	6.28	-17.05	140	8.5%
1.4	0.64	-0.59	1.90	8.92	5.56	-10.23	610	4.0%
1.4	0.72	9.33	3.24	8.06	4.85	-8.08	832	3.5%
1.4	0.8	16.03	3.15	7.07	4.07	-19.14	732	3.7%
1.4	0.88	23.24	3.15	4.75	2.71	-12.82	204	7.0%
1.4	0.92	26.83	3.29	2.78	1.74	-2.35	352	5.3%
1.4	0.96	28.40	3.15	2.39	1.61	-1.95	156	8.0%
1.4	1	29.80	2.97	2.15	1.39	-0.95	198	7.1%
1.4	1.04	30.98	2.68	1.89	1.30	-1.00	239	6.5%
1.4	1.12	32.17	2.29	1.65	1.22	-0.49	344	5.4%
1.4	1.2	33.05	1.84	1.52	1.23	-0.12	110	9.5%
1.8	0	35.20	-0.03	13.48	10.50	3.61	89	10.6%
1.8	0.02	35.33	-0.10	13.34	10.44	18.16	55	13.5%
1.8	0.04	35.07	-0.53	13.30	10.39	-2.92	57	13.2%
1.8	0.06	33.56	-1.07	13.49	10.43	4.17	59	13.0%
1.8	0.08	32.31	-1.55	13.63	10.50	37.56	76	11.5%
1.8	0.12	30.23	-2.19	13.46	10.36	50.28	142	8.4%
1.8	0.16	26.88	-2.41	13.08	10.25	51.55	69	12.0%
1.8	0.2	23.92	-2.97	12.70	10.09	55.01	121	9.1%
1.8	0.24	20.61	-3.02	12.15	9.95	46.94	161	7.9%
1.8	0.32	15.30	-3.12	10.57	9.54	33.68	250	6.3%
1.8	0.4	10.36	-2.99	8.80	8.26	17.30	702	3.8%
1.8	0.48	7.45	-2.45	7.13	7.32	3.96	741	3.7%
1.8	0.56	7.08	-1.02	5.55	6.14	-0.45	826	3.5%
1.8	0.64	9.22	-0.24	5.99	5.66	-7.23	729	3.7%
1.8	0.72	15.79	1.42	6.38	4.96	-24.32	464	4.6%
1.8	0.8	22.59	2.48	5.53	3.67	-24.65	254	6.3%
1.8	0.88	27.43	2.37	4.00	2.69	-3.89	278	6.0%
1.8	0.92	29.04	2.18	3.55	2.39	-2.21	471	4.6%
1.8	0.96	30.55	2.02	3.00	2.11	-1.21	117	9.2%
1.8	1	31.61	1.89	2.54	1.90	-1.48	167	7.7%
1.8	1.04	32.65	1.73	2.32	1.81	-0.95	441	4.8%
1.8	1.12	34.02	1.39	2.05	1.63	-0.49	158	8.0%
1.8	1.2	34.72	1.20	1.86	1.54	-0.32	100	10.0%
2.4	0	23.89	0.72	6.46	5.85	-1.38	151	8.1%
2.4	0.02	23.88	0.65	6.45	5.83	-7.86	115	9.3%
2.4	0.04	23.95	0.45	6.52	5.79	2.06	177	7.5%
2.4	0.06	23.44	0.45	6.32	5.82	3.55	146	8.3%
2.4	0.08	23.43	0.46	6.30	5.71	3.35	87	10.7%
2.4	0.12	22.72	0.20	6.08	5.60	4.44	180	7.5%
2.4	0.16	22.42	0.06	5.86	5.44	3.15	101	10.0%
2.4	0.2	21.98	-0.27	5.74	5.34	5.15	106	9.7%
2.4	0.24	21.48	-0.21	5.50	5.12	3.58	160	7.9%
2.4	0.32	20.49	-0.64	4.90	4.81	3.16	299	5.8%
2.4	0.4	19.83	-0.74	4.38	4.33	2.67	592	4.1%
2.4	0.48	19.57	-1.10	3.84	3.98	1.81	327	5.5%
2.4	0.56	20.46	-0.72	3.70	4.02	-5.43	131	8.7%
2.4	0.64	21.04	-1.45	3.63	3.87	-3.43	157	8.0%
2.4	0.72	24.65	0.74	3.95	3.52	-9.22	294	5.8%
2.4	0.8	25.93	-0.23	4.12	3.69	-9.30	300	5.8%
2.4	0.88	29.26	0.66	3.55	2.65	-3.70	352	5.3%
2.4	0.92	29.65	-0.10	3.61	2.95	-4.46	249	6.3%
2.4	0.96	31.29	0.27	3.04	2.32	-2.10	134	8.6%
2.4	1	32.10	0.26	2.66	2.07	-1.58	155	8.0%
2.4	1.04	32.77	0.30	2.31	1.77	-1.19	249	6.3%
2.4	1.12	33.87	0.10	1.93	1.60	-0.41	282	6.0%
2.4	1.2	34.40	-0.06	1.75	1.52	-0.39	94	10.3%
3.4	0	27.44	0.85	3.22	2.65	0.59	172	7.6%
3.4	0.02	27.40	0.77	3.28	2.64	0.84	193	7.2%
3.4	0.04	27.50	0.71	3.32	2.60	-0.04	77	11.4%
3.4	0.06	27.35	0.57	3.27	2.57	0.99	129	8.8%
3.4	0.08	27.61	0.65	3.15	2.58	0.69	525	4.4%
3.4	0.12	27.46	0.44	3.23	2.49	0.05	312	5.7%
3.4	0.16	27.32	0.27	3.19	2.46	1.03	60	12.9%
3.4	0.2	27.14	0.07	3.12	2.43	1.03	258	6.2%
3.4	0.24	27.07	-0.10	3.05	2.33	0.97	136	8.6%
3.4	0.32	27.01	-0.54	2.92	2.25	2.10	103	9.9%
3.4	0.4	26.82	-0.87	2.81	2.18	1.05	60	12.9%
3.4	0.48	26.69	-1.24	2.71	2.26	1.16	113	9.4%
3.4	0.56	26.73	-1.67	2.60	2.36	0.05	106	9.7%
3.4	0.64	27.29	-0.80	2.68	2.66	-1.97	127	8.9%
3.4	0.72	28.49	-0.31	2.80	2.57	-3.13	185	7.4%
3.4	0.8	29.54	-0.24	2.80	2.35	-2.41	352	5.3%
3.4	0.88	30.59	-0.21	2.81	2.22	-1.71	196	7.1%
3.4	0.92	31.10	-0.41	2.76	2.20	-1.74	109	9.6%
3.4	0.96	31.63	-0.50	2.72	2.17	-2.46	156	8.0%
3.4	1	32.27	-0.43	2.51	1.95	-1.83	188	7.3%
3.4	1.04	32.83	-0.51	2.40	1.97	-1.74	271	6.1%
3.4	1.12	33.59	-0.60	2.11	1.77	-0.61	352	5.3%
3.4	1.2	34.22	-0.67	1.81	1.66	-0.13	147	8.2%
4.4	0	28.50	0.51	3.39	1.80	-0.07	122	9.1%
4.4	0.02	28.49	0.53	3.47	1.80	-0.36	263	6.2%
4.4	0.04	28.83	0.64	3.42	1.86	0.29	523	4.4%
4.4	0.06	28.01	0.46	3.57	1.73	0.73	189	7.3%
4.4	0.08	28.30	0.46	3.31	1.70	0.06	256	6.3%
4.4	0.12	28.11	0.31	3.40	1.66	0.13	308	5.7%
4.4	0.16	27.94	0.11	3.27	1.64	-0.49	74	11.6%
4.4	0.2	27.84	0.02	3.30	1.64	-0.16	50	14.1%
4.4	0.24	27.84	-0.11	3.22	1.62	0.08	50	14.1%
4.4	0.32	27.80	-0.42	3.05	1.69	-0.03	121	9.1%
4.4	0.4	27.60	-0.62	3.02	1.62	1.01	75	11.5%
4.4	0.48	27.62	-0.98	2.91	1.73	0.38	83	11.0%
4.4	0.56	27.62	-1.15	2.80	1.89	0.82	138	8.5%
4.4	0.64	27.65	-1.25	2.74	2.01	-0.34	308	5.7%
4.4	0.72	28.99	-0.56	2.77	2.21	-5.66	59	13.0%
4.4	0.8	29.97	-0.11	2.68	1.99	-1.67	119	9.2%
4.4	0.88	30.45	-0.41	2.68	2.07	-1.68	94	10.3%
4.4	0.92	30.98	-0.21	2.61	1.97	-1.29	102	9.9%
4.4	0.96	31.57	-0.23	2.61	1.94	-1.25	87	10.7%
4.4	1	31.84	-0.27	2.57	1.91	-1.54	161	7.9%
4.4	1.04	32.21	-0.46	2.43	1.94	-0.63	200	7.1%
4.4	1.12	32.89	-0.51	2.28	1.86	-0.23	142	8.4%
4.4	1.2	33.29	-0.69	2.16	1.84	-0.54	301	5.8%
